Company Name
"Constellation Brands, Inc. (NYSE:STZ)"
Constellium SE (NYSE:CSTM)
Corning Incorporated (NYSE:GLW)
"Corsair Gaming, Inc. (NasdaqGS:CRSR)"
"Corteva, Inc. (NYSE:CTVA)"
Costco Wholesale Corporation (NasdaqGS:COST)
Crane Co. (NYSE:CR)
CRH plc (ISE:CRG)
Cummins Inc. (NYSE:CMI)
"D.R. Horton, Inc. (NYSE:DHI)"
Danaher Corporation (NYSE:DHR)
Darling Ingredients Inc. (NYSE:DAR)
DENTSPLY SIRONA Inc. (NasdaqGS:XRAY)
"Diebold Nixdorf, Incorporated (NYSE:DBD)"
"Dillard's, Inc. (NYSE:DDS)"
Dole plc (NYSE:DOLE)
Dover Corporation (NYSE:DOV)
"DuPont de Nemours, Inc. (NYSE:DD)"
E. I. du Pont de Nemours and Company
Eagle Materials Inc. (NYSE:EXP)
Eastman Chemical Company (NYSE:EMN)
Eastman Kodak Company (NYSE:KODK)
Eaton Corporation plc (NYSE:ETN)
Ecopetrol S.A. (BVC:ECOPETROL)
Edgewell Personal Care Company (NYSE:EPC)
Edwards Lifesciences Corporation (NYSE:EW)
Elanco Animal Health Incorporated (NYSE:ELAN)
Eldorado Gold Corporation (TSX:ELD)
Element Solutions Inc (NYSE:ESI)
Emergent BioSolutions Inc. (NYSE:EBS)
Emerson Electric Co. (NYSE:EMR)
Endo International plc (NasdaqGS:ENDP)
Enel Américas S.A. (SNSE:ENELAM)
EnerSys (NYSE:ENS)
Eni S.p.A. (BIT:ENI)
"EnPro Industries, Inc. (NYSE:NPO)"
"Entegris, Inc. (NasdaqGS:ENTG)"
"EOG Resources, Inc. (NYSE:EOG)"
Exxon Mobil Corporation (NYSE:XOM)
Ferguson plc (LSE:FERG)
"FirstCash Holdings, Inc (NasdaqGS:FCFS)"
"Fiserv, Inc. (NasdaqGS:FISV)"
"Five Point Holdings, LLC (NYSE:FPH)"
"Flowers Foods, Inc. (NYSE:FLO)"
"Fomento Económico Mexicano, S.A.B. de C.V. (BMV:FEMSA UBD)"
"Fortinet, Inc. (NasdaqGS:FTNT)"
Fortive Corporation (NYSE:FTV)
"Fortune Brands Home & Security, Inc. (NYSE:FBHS)"
"Forum Energy Technologies, Inc. (NYSE:FET)"
Freeport-McMoRan Inc. (NYSE:FCX)
Fresenius Medical Care AG & Co. KGaA (XTRA:FME)
"G-III Apparel Group, Ltd. (NasdaqGS:GIII)"
Garrett Motion Inc. (NasdaqGS:GTX)
General Dynamics Corporation (NYSE:GD)
Gerdau S.A. (BOVESPA:GGBR4)
Glatfelter Corporation (NYSE:GLT)
Gold Fields Limited (JSE:GFI)
GrafTech International Ltd. (NYSE:EAF)
Graham Holdings Company (NYSE:GHC)
Herbalife Nutrition Ltd. (NYSE:HLF)
Hewlett Packard Enterprise Company (NYSE:HPE)
Hexcel Corporation (NYSE:HXL)
HollyFrontier Corporation (NYSE:HFC)
"Hologic, Inc. (NasdaqGS:HOLX)"
"Honda Motor Co., Ltd. (TSE:7267)"
Horizon Therapeutics Public Limited Company (NasdaqGS:HZNP)
Hormel Foods Corporation (NYSE:HRL)
HP Inc. (NYSE:HPQ)
Hubbell Incorporated (NYSE:HUBB)
Hudbay Minerals Inc. (TSX:HBM)
"Huntington Ingalls Industries, Inc. (NYSE:HII)"
Huntsman Corporation (NYSE:HUN)
"Hyster-Yale Materials Handling, Inc. (NYSE:HY)"
IAMGOLD Corporation (TSX:IMG)
Icahn Enterprises L.P. (NasdaqGS:IEP)
ICL Group Ltd (TASE:ICL)
"ICU Medical, Inc. (NasdaqGS:ICUI)"
IDEX Corporation (NYSE:IEX)
II-VI Incorporated (NasdaqGS:IIVI)
"Illumina, Inc. (NasdaqGS:ILMN)"
Imperial Oil Limited (TSX:IMO)
Ingersoll Rand Inc. (NYSE:IR)
"Ingles Markets, Incorporated (NasdaqGS:IMKT.A)"
Ingredion Incorporated (NYSE:INGR)
Integer Holdings Corporation (NYSE:ITGR)
Intel Corporation (NasdaqGS:INTC)
International Flavors & Fragrances Inc. (NYSE:IFF)
ITT Inc. (NYSE:ITT)
"JD.com, Inc. (NasdaqGS:JD)"
Johnson & Johnson (NYSE:JNJ)
Johnson Controls International plc (NYSE:JCI)
"Juniper Networks, Inc. (NYSE:JNPR)"
Kaman Corporation (NYSE:KAMN)
KB Home (NYSE:KBH)
Kennametal Inc. (NYSE:KMT)
Keurig Dr Pepper Inc. (NasdaqGS:KDP)
KeyCorp (NYSE:KEY)
"Keysight Technologies, Inc. (NYSE:KEYS)"
Kinross Gold Corporation (TSX:K)
Kirby Corporation (NYSE:KEX)
Koninklijke Philips N.V. (ENXTAM:PHIA)
"Kronos Worldwide, Inc. (NYSE:KRO)"
KT Corporation (KOSE:A030200)
"L3Harris Technologies, Inc. (NYSE:LHX)"
Laboratory Corporation of America Holdings (NYSE:LH)
Lam Research Corporation (NasdaqGS:LRCX)
"Lannett Company, Inc. (NYSE:LCI)"
Lear Corporation (NYSE:LEA)
Lennar Corporation (NYSE:LEN)
Lennox International Inc. (NYSE:LII)
"LGI Homes, Inc. (NasdaqGS:LGIH)"
Linde plc (NYSE:LIN)
LKQ Corporation (NasdaqGS:LKQ)
Louisiana-Pacific Corporation (NYSE:LPX)
Loyalty Ventures Inc. (NasdaqGS:LYLT)
Lumentum Holdings Inc. (NasdaqGS:LITE)
"M.D.C. Holdings, Inc. (NYSE:MDC)"
"M/I Homes, Inc. (NYSE:MHO)"
Magna International Inc. (TSX:MG)
"Martin Marietta Materials, Inc. (NYSE:MLM)"
"Marvell Technology, Inc. (NasdaqGS:MRVL)"
"MDU Resources Group, Inc. (NYSE:MDU)"
Medtronic plc (NYSE:MDT)
Meritage Homes Corporation (NYSE:MTH)
"Micron Technology, Inc. (NasdaqGS:MU)"
Microsoft Corporation (NasdaqGS:MSFT)
"MillerKnoll, Inc. (NasdaqGS:MLKN)"
Minerals Technologies Inc. (NYSE:MTX)
"Mirion Technologies, Inc. (NYSE:MIR)"
"MKS Instruments, Inc. (NasdaqGS:MKSI)"
"Mohawk Industries, Inc. (NYSE:MHK)"
Molson Coors Beverage Company (NYSE:TAP)
"Mondelez International, Inc. (NasdaqGS:MDLZ)"
Moog Inc. (NYSE:MOG.A)
"Motorola Solutions, Inc. (NYSE:MSI)"
"Mueller Water Products, Inc. (NYSE:MWA)"
Natura &Co Holding S.A. (BOVESPA:NTCO3)
"Neenah, Inc. (NYSE:NP)"
NewMarket Corporation (NYSE:NEU)
Newmont Corporation (NYSE:NEM)
News Corporation (NasdaqGS:NWSA)
"NIKE, Inc. (NYSE:NKE)"
Nokia Corporation (HLSE:NOKIA)
Nomad Foods Limited (NYSE:NOMD)
Norfolk Southern Corporation (NYSE:NSC)
NOV Inc. (NYSE:NOV)
Novartis AG (SWX:NOVN)
Novo Nordisk A/S (CPSE:NOVO B)
Nucor Corporation (NYSE:NUE)
Nutrien Ltd. (TSX:NTR)
nVent Electric plc (NYSE:NVT)
NVIDIA Corporation (NasdaqGS:NVDA)
"NVR, Inc. (NYSE:NVR)"
NXP Semiconductors N.V. (NasdaqGS:NXPI)
OGE Energy Corp. (NYSE:OGE)
"ONE Gas, Inc. (NYSE:OGS)"
Organon & Co. (NYSE:OGN)
Ortho Clinical Diagnostics Holdings plc (NasdaqGS:OCDX)
Oshkosh Corporation (NYSE:OSK)
Otis Worldwide Corporation (NYSE:OTIS)
Owens Corning (NYSE:OC)
Packaging Corporation of America (NYSE:PKG)
Pampa Energía S.A. (BASE:PAMP)
Parker-Hannifin Corporation (NYSE:PH)
Pembina Pipeline Corporation (TSX:PPL)
Pentair plc (NYSE:PNR)
"PerkinElmer, Inc. (NYSE:PKI)"
Perrigo Company plc (NYSE:PRGO)
Pfizer Inc. (NYSE:PFE)
Philip Morris International Inc. (NYSE:PM)
Phillips 66 (NYSE:PSX)
Pilgrim's Pride Corporation (NasdaqGS:PPC)
Pioneer Natural Resources Company (NYSE:PXD)
"Plantronics, Inc. (NYSE:POLY)"
POSCO (KOSE:A005490)
"PulteGroup, Inc. (NYSE:PHM)"
"Qorvo, Inc. (NasdaqGS:QRVO)"
Quest Diagnostics Incorporated (NYSE:DGX)
R. R. Donnelley & Sons Company (NYSE:RRD)
Raytheon Technologies Corporation (NYSE:RTX)
RBC Bearings Incorporated (NasdaqGS:ROLL)
"Regeneron Pharmaceuticals, Inc. (NasdaqGS:REGN)"
Reliance Steel & Aluminum Co. (NYSE:RS)
"Renewable Energy Group, Inc. (NasdaqGS:REGI)"
"Resideo Technologies, Inc. (NYSE:REZI)"
Resolute Forest Products Inc. (NYSE:RFP)
"Revlon, Inc. (NYSE:REV)"
"Roper Technologies, Inc. (NYSE:ROP)"
Royal Dutch Shell plc (ENXTAM:RDSA)
Sanmina Corporation (NasdaqGS:SANM)
Sanofi (ENXTPA:SAN)
Sasol Limited (JSE:SOL)
"Schweitzer-Mauduit International, Inc. (NYSE:SWM)"
Scientific Games Corporation (NasdaqGS:SGMS)
Sempra (NYSE:SRE)
Sibanye Stillwater Limited (JSE:SSW)
Signet Jewelers Limited (NYSE:SIG)
"SiteOne Landscape Supply, Inc. (NYSE:SITE)"
"SK Telecom Co.,Ltd (KOSE:A017670)"
"Skyworks Solutions, Inc. (NasdaqGS:SWKS)"
Smith & Nephew plc (LSE:SN.)
Snap-on Incorporated (NYSE:SNA)
Sociedad Química y Minera de Chile S.A. (NYSE:SQM)
Sony Group Corporation (TSE:6758)
"SPX FLOW, Inc. (NYSE:FLOW)"
"Stanley Black & Decker, Inc. (NYSE:SWK)"
Starbucks Corporation (NasdaqGS:SBUX)
"Steel Dynamics, Inc. (NasdaqGS:STLD)"
Steelcase Inc. (NYSE:SCS)
Stellantis N.V. (BIT:STLA)
STERIS plc (NYSE:STE)
STMicroelectronics N.V. (ENXTPA:STM)
Suncor Energy Inc. (TSX:SU)
SunOpta Inc. (TSX:SOY)
Sylvamo Corporation (NYSE:SLVM)
Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330)
Takeda Pharmaceutical Company Limited (TSE:4502)
Taylor Morrison Home Corporation (NYSE:TMHC)
TD SYNNEX Corporation (NYSE:SNX)
TE Connectivity Ltd. (NYSE:TEL)
Teck Resources Limited (TSX:TECK.B)
Teledyne Technologies Incorporated (NYSE:TDY)
Teleflex Incorporated (NYSE:TFX)
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B)
"Telephone and Data Systems, Inc. (NYSE:TDS)"
Tennant Company (NYSE:TNC)
"Tesla, Inc. (NasdaqGS:TSLA)"
Texas Instruments Incorporated (NasdaqGS:TXN)
Textron Inc. (NYSE:TXT)
The Boeing Company (NYSE:BA)
"The Greenbrier Companies, Inc. (NYSE:GBX)"
The J. M. Smucker Company (NYSE:SJM)
The Kraft Heinz Company (NasdaqGS:KHC)
"The Manitowoc Company, Inc. (NYSE:MTW)"
The Mosaic Company (NYSE:MOS)
The Procter & Gamble Company (NYSE:PG)
The Timken Company (NYSE:TKR)
The Toro Company (NYSE:TTC)
The Walt Disney Company (NYSE:DIS)
Thermo Fisher Scientific Inc. (NYSE:TMO)
"Thor Industries, Inc. (NYSE:THO)"
"Toll Brothers, Inc. (NYSE:TOL)"
TopBuild Corp. (NYSE:BLD)
TotalEnergies SE (ENXTPA:TTE)
Trane Technologies plc (NYSE:TT)
Transocean Ltd. (NYSE:RIG)
Travel + Leisure Co. (NYSE:TNL)
"Tri Pointe Homes, Inc. (NYSE:TPH)"
TriMas Corporation (NasdaqGS:TRS)
Trimble Inc. (NasdaqGS:TRMB)
"Triumph Group, Inc. (NYSE:TGI)"
"TTM Technologies, Inc. (NasdaqGS:TTMI)"
Tupperware Brands Corporation (NYSE:TUP)
"Tyson Foods, Inc. (NYSE:TSN)"
"Ultra Clean Holdings, Inc. (NasdaqGS:UCTT)"
United States Cellular Corporation (NYSE:USM)
Universal Corporation (NYSE:UVV)
"Universal Health Services, Inc. (NYSE:UHS)"
Vale S.A. (BOVESPA:VALE3)
Valero Energy Corporation (NYSE:VLO)
"Valmont Industries, Inc. (NYSE:VMI)"
Varex Imaging Corporation (NasdaqGS:VREX)
"Viasat, Inc. (NasdaqGS:VSAT)"
Vipshop Holdings Limited (NYSE:VIPS)
"Vishay Intertechnology, Inc. (NYSE:VSH)"
Vista Outdoor Inc. (NYSE:VSTO)
Vulcan Materials Company (NYSE:VMC)
Walmart Inc. (NYSE:WMT)
"Warrior Met Coal, Inc. (NYSE:HCC)"
Weber Inc. (NYSE:WEBR)
West Fraser Timber Co. Ltd. (TSX:WFG)
Western Digital Corporation (NasdaqGS:WDC)
Westinghouse Air Brake Technologies Corporation (NYSE:WAB)
Westlake Chemical Corporation (NYSE:WLK)
WestRock Company (NYSE:WRK)
Weyerhaeuser Company (NYSE:WY)
"Whole Earth Brands, Inc. (NasdaqCM:FREE)"
"Winnebago Industries, Inc. (NYSE:WGO)"
"Worthington Industries, Inc. (NYSE:WOR)"
Xerox Holdings Corporation (NasdaqGS:XRX)
Yamana Gold Inc. (TSX:YRI)
Zebra Technologies Corporation (NasdaqGS:ZBRA)
"Zimmer Biomet Holdings, Inc. (NYSE:ZBH)"
Zurn Water Solutions Corporation (NYSE:ZWS)

